"strings","oPE","freq","Npix","CN","OLD20"
"Friss",394,1.897627091,6394.12549019608,2,1.8
"Wisch",421,1.892094603,6329.36470588235,7,1.5
"Weges",397,1.892094603,6265.78039215686,2,1.8
"Umweg",487,1.892094603,6220.67450980392,0,2.65
"Säure",358,1.892094603,6319.59607843137,4,1.7
"Koran",354,1.892094603,6328.73725490196,4,1.7
"Elias",404,1.892094603,6354.65098039216,2,1.8
"Brich",401,1.892094603,6334.84705882353,4,1.75
"Beton",342,1.892094603,6306.45882352941,1,1.75
"Arche",405,1.892094603,6325.23921568627,1,1.95
"Wanze",347,1.886490725,6318.4862745098,9,1.5
"Theke",428,1.886490725,6275.85490196078,1,1.95
"Rates",333,1.886490725,6318.00784313725,5,1.65
"Kurse",349,1.886490725,6340.38431372549,4,1.6
"Hirte",379,1.886490725,6359.99215686275,6,1.65
"Harte",340,1.886490725,6330.87058823529,16,1
"Höhen",353,1.880813592,6249.61960784314,4,1.7
"Hagen",362,1.880813592,6246.43137254902,24,1
"Bambi",429,1.880813592,6251.43137254902,0,2.5
"Baden",347,1.880813592,6253.37647058823,15,1.05
"Salut",395,1.875061263,6353.43137254902,1,1.95
"Rotes",342,1.875061263,6320.95294117647,8,1.5
"Mieze",403,1.875061263,6330.94509803922,3,1.8
"Klopf",479,1.875061263,6288.53725490196,3,1.75
"Hasst",342,1.875061263,6315.69411764706,10,1.35
"Gemüt",431,1.875061263,6271.65490196078,0,1.95
"Fährt",394,1.875061263,6329.39215686274,8,1.5
"Anwar",435,1.875061263,6316.50980392157,0,2.05
"Amtes",426,1.875061263,6292.05882352941,4,1.75
"Socke",370,1.86923172,6304.32549019608,6,1.55
"Sitze",376,1.86923172,6367.96862745098,9,1.4
"Serum",406,1.86923172,6300.92549019608,2,1.85
"Roter",363,1.86923172,6340.62745098039,8,1.5
"Limit",490,1.86923172,6376.67058823529,0,2
"Bluff",464,1.86923172,6322.96470588235,0,2.15
"Willi",524,1.86332286,6407.82745098039,3,1.7
"Waise",377,1.86332286,6337.67450980392,1,1.9
"Spüle",436,1.86332286,6276.3137254902,4,1.75
"Riese",363,1.86332286,6331.41568627451,10,1.45
"Image",468,1.86332286,6278.56862745098,0,1.95
"Flüge",442,1.86332286,6300.69803921569,1,1.75
"Atmet",447,1.86332286,6302.60392156863,2,1.75
"Werke",394,1.857332496,6308.19607843137,10,1.35
"Pauls",390,1.857332496,6359.30196078431,2,1.7
"Möpse",424,1.857332496,6231.45882352941,0,2
"Kante",337,1.857332496,6317.23921568627,5,1.6
"Hüter",370,1.857332496,6319.55294117647,3,1.8
"Glied",467,1.857332496,6322.82745098039,0,2
"Yacht",396,1.851258349,6347.30980392157,12,1.35
"Wachs",376,1.851258349,6300.2431372549,10,1.35
"Störe",391,1.851258349,6329.92941176471,5,1.6
"Shows",407,1.851258349,6276.21176470588,1,2.25
"Sahen",344,1.851258349,6281.87058823529,9,1.5
"Hörte",362,1.851258349,6314.27450980392,4,1.6
"Elfen",410,1.851258349,6319.98039215686,1,1.9
"Decks",376,1.851258349,6304.38431372549,6,1.55
"Zählt",432,1.84509804,6320.83921568627,7,1.5
"Wiese",392,1.84509804,6337.58039215686,11,1.3
"Träne",409,1.84509804,6321.26666666667,3,1.75
"Rührt",398,1.84509804,6303.56470588235,5,1.7
"Rampe",404,1.84509804,6217.91764705882,3,1.8
"Motte",397,1.84509804,6319.70196078431,7,1.6
"Lisas",402,1.84509804,6378.93725490196,1,1.9
"Guido",424,1.84509804,6311.41568627451,0,2.8
"Garde",384,1.84509804,6295.1137254902,2,1.75
"Exakt",398,1.84509804,6303.78039215686,1,2.45
"Enden",356,1.84509804,6259.71764705882,8,1.5
"Deren",350,1.84509804,6327.34901960784,4,1.8
"Crash",410,1.84509804,6341.63529411765,0,2.4
"Arena",398,1.84509804,6331.58039215686,0,2
"Rufst",391,1.838849091,6327.33333333333,2,1.8
"Ratet",348,1.838849091,6329.22352941176,5,1.65
"Panne",333,1.838849091,6319.78823529412,7,1.55
"Mappe",440,1.838849091,6201.78431372549,3,1.8
"Kotze",345,1.838849091,6338.64705882353,7,1.55
"Gunst",379,1.838849091,6331.82745098039,2,1.9
"Scher",372,1.832508913,6322.50196078431,5,1.4
"Cover",411,1.832508913,6388.20784313725,1,1.85
"Viola",463,1.826074803,6390.57647058824,1,2.2
"Starr",402,1.826074803,6370.69803921569,6,1.55
"Setze",339,1.826074803,6338.75294117647,9,1.4
"Leser",380,1.826074803,6369.30196078431,7,1.45
"Gleis",442,1.826074803,6361.74901960784,2,1.85
"Frist",408,1.826074803,6405.34117647059,4,1.75
"Franc",368,1.826074803,6368.62352941177,2,1.85
"Docks",384,1.826074803,6307.42352941176,3,1.8
"Blues",375,1.826074803,6325.25098039216,2,1.8
"Visum",473,1.819543936,6339.38431372549,0,2.6
"Rowdy",476,1.819543936,6237.54509803922,0,2.85
"Hexer",352,1.819543936,6324.8,3,1.65
"Worin",411,1.812913357,6358.32549019608,3,1.85
"Nenne",333,1.812913357,6284.20784313725,8,1.5
"Haube",336,1.812913357,6269.85098039216,8,1.45
"Genom",409,1.812913357,6268.23529411765,0,1.95
"Flöhe",417,1.812913357,6315.20392156863,3,1.8
"Buben",351,1.812913357,6266.57254901961,6,1.65
"Zielt",447,1.806179974,6392.29019607843,7,1.5
"Weint",402,1.806179974,6346.82745098039,8,1.4
"Tanzt",387,1.806179974,6348.83137254902,3,1.75
"Pasta",362,1.806179974,6344.03137254902,1,1.95
"Parks",386,1.806179974,6332.55294117647,6,1.6
"Matte",388,1.806179974,6316.7568627451,12,1.25
"Küken",383,1.806179974,6270.36470588235,1,1.9
"Krass",364,1.806179974,6336.66274509804,5,1.7
"Klick",455,1.806179974,6350.12156862745,4,1.6
"Klaus",393,1.806179974,6339.07058823529,4,1.7
"Führe",382,1.806179974,6321.89019607843,8,1.45
"Fahre",358,1.806179974,6333.20784313725,11,1.3
"Bürde",378,1.806179974,6268.2,6,1.65
"Zudem",430,1.799340549,6260.38039215686,1,1.95
"Trägt",475,1.799340549,6296.36470588235,5,1.7
"Taste",385,1.799340549,6338.80392156863,13,1.3
"Stroh",398,1.799340549,6326.67058823529,1,2.2
"Spatz",403,1.799340549,6297.07450980392,1,1.9
"Reißt",414,1.799340549,6306.75294117647,13,1.25
"Malen",408,1.799340549,6306.12549019608,8,1.3
"Curry",470,1.799340549,6378.62745098039,0,2.65
"Rolex",396,1.792391689,6333.2431372549,0,2
"Pudel",431,1.792391689,6320.2862745098,2,1.85
"Nahen",349,1.792391689,6263.47058823529,8,1.5
"Lotte",388,1.792391689,6375.09803921569,7,1.65
"Elite",412,1.792391689,6365.77254901961,1,1.95
"Devon",376,1.792391689,6331.54117647059,1,1.85
"Dante",344,1.792391689,6318.98431372549,3,1.8
"Braun",360,1.792391689,6320.2862745098,4,1.7
"Zügel",464,1.785329835,6293.55294117647,3,1.75
"Zange",380,1.785329835,6280.13725490196,9,1.5
"Wähle",421,1.785329835,6284.39607843137,5,1.6
"Sekte",373,1.785329835,6302.41568627451,1,1.85
"Meute",380,1.785329835,6309.26274509804,7,1.55
"Horde",361,1.785329835,6283.67843137255,4,1.75
"Hades",342,1.785329835,6261.05882352941,3,1.85
"Georg",431,1.785329835,6289.89803921569,0,2.35
"Fette",355,1.785329835,6363.16862745098,12,1.2
"Bauen",321,1.785329835,6296.1137254902,14,1.05
"Schub",389,1.77815125,6277.19607843137,3,1.8
"Maden",393,1.77815125,6248.93725490196,12,1.25
"Kauen",330,1.77815125,6309.83921568627,12,1.2
"Sorgt",414,1.770852012,6306.8862745098,3,1.8
"Quill",544,1.770852012,6357.1137254902,2,1.85
"Juwel",476,1.770852012,6364.79215686275,1,2.15
"Grüne",389,1.770852012,6316.25098039216,2,1.6
"Fängt",406,1.770852012,6283.46666666667,4,1.75
"Falke",400,1.770852012,6334.7568627451,2,1.85
"Welpe",432,1.763427994,6284.85882352941,3,1.8
"Wacht",390,1.763427994,6311.45882352941,16,1
"Venen",369,1.763427994,6331.52549019608,5,1.7
"Palme",420,1.763427994,6308.38431372549,1,1.9
"Order",433,1.763427994,6326.78431372549,1,1.85
"Ideal",468,1.763427994,6347.6,1,1.9
"Wenig",440,1.755874856,6288.52941176471,1,1.85
"Stiel",442,1.755874856,6374.23921568627,5,1.55
"Sirup",434,1.755874856,6326.47450980392,0,2.6
"Pfahl",464,1.755874856,6324.79607843137,1,1.85
"Nehme",391,1.755874856,6227.23921568627,3,1.75
"Monde",396,1.755874856,6251.88235294118,4,1.6
"Eifer",409,1.755874856,6352.57254901961,3,1.75
"Binde",380,1.755874856,6282.49803921569,12,1.15
"Zweig",480,1.748188027,6296.1568627451,2,1.7
"Wotan",378,1.748188027,6320.74509803922,1,1.95
"Vorne",386,1.748188027,6360.70588235294,1,1.9
"Voilà",468,1.748188027,6372.93333333333,1,2.7
"Türme",446,1.748188027,6293.34117647059,4,1.7
"These",398,1.748188027,6300.19607843137,1,1.85
"Noble",407,1.748188027,6284.50196078431,1,1.8
"Klotz",414,1.748188027,6361.41176470588,0,2
"Kabul",415,1.748188027,6305.12549019608,1,1.95
"Gelbe",410,1.748188027,6298.58823529412,5,1.45
"Edith",418,1.748188027,6285.78431372549,0,2.75
"Adolf",495,1.748188027,6301.76862745098,0,2.1
"Wohle",417,1.740362689,6306.87058823529,11,1.35
"Wählt",444,1.740362689,6300.10980392157,4,1.7
"Räumt",402,1.740362689,6264.18823529412,3,1.8
"Nackt",389,1.740362689,6298.69411764706,10,1.45
"Läuse",369,1.740362689,6334.00784313725,2,1.85
"Huber",366,1.740362689,6293.92941176471,2,1.8
"Halbe",376,1.740362689,6284.30196078431,8,1.35
"Dings",422,1.740362689,6294.30588235294,10,1.4
"Waage",393,1.73239376,6261.47058823529,1,1.85
"Reite",364,1.73239376,6342.63137254902,17,1
"Leibe",402,1.73239376,6340.4,10,1.3
"Kröte",386,1.73239376,6326.78431372549,1,1.9
"Horst",359,1.73239376,6338.3137254902,4,1.75
"Heidi",418,1.73239376,6314.89803921569,1,1.85
"Tropf",494,1.72427587,6305.0431372549,1,1.8
"Trend",444,1.72427587,6306.27843137255,0,1.95
"Spalt",445,1.72427587,6303.34509803922,3,1.75
"Modul",468,1.72427587,6284.92941176471,1,2.05
"Minus",412,1.72427587,6325.29411764706,5,1.75
"Miliz",485,1.72427587,6382.92549019608,0,2.05
"Linse",392,1.72427587,6372.37647058823,4,1.75
"Leckt",412,1.72427587,6351.0862745098,15,1.2
"Hoher",358,1.72427587,6295.30196078431,9,1.5
"Gemäß",461,1.72427587,6211.85098039216,3,2.55
"Fühle",410,1.72427587,6320.48235294118,9,1.4
"Freie",389,1.72427587,6385.12941176471,3,1.6
"Dürre",384,1.72427587,6342.26666666667,1,1.9
"Banjo",402,1.72427587,6301.79215686275,0,1.95
"Backe",350,1.72427587,6284.50980392157,14,1.2
"Altes",426,1.72427587,6352.25882352941,9,1.45
"Wucht",401,1.716003344,6319.67843137255,8,1.6
"Ruine",359,1.716003344,6333.26274509804,2,1.7
"Kraut",381,1.716003344,6351.69411764706,8,1.55
"Forum",414,1.716003344,6329.16078431373,2,1.85
"Final",429,1.716003344,6381.84705882353,0,1.95
"Andys",470,1.716003344,6263.6862745098,0,2.1
"Taufe",405,1.707570176,6328.01176470588,9,1.4
"Rhein",392,1.707570176,6302.14901960784,0,1.9
"Organ",438,1.707570176,6292.57647058824,1,1.9
"Komik",455,1.707570176,6277.70588235294,1,2.05
"Jumbo",455,1.707570176,6292.58431372549,0,2.8
"Gurke",400,1.707570176,6317.9137254902,2,1.85
"Apple",491,1.707570176,6248.50196078431,0,2.15
"Miene",404,1.698970004,6312.48235294118,6,1.6
"Klone",388,1.698970004,6327.23529411765,3,1.75
"Eiche",371,1.698970004,6319.07843137255,2,1.8
"Demut",406,1.698970004,6291.06666666667,0,1.95
"Bette",343,1.698970004,6321.10196078431,18,1
"Artus",410,1.698970004,6361.98039215686,1,1.9
"Weich",407,1.69019608,6324.86666666667,7,1.4
"Weber",393,1.69019608,6298.59215686275,5,1.5
"Rubel",411,1.69019608,6299.33333333333,1,1.9
"Petra",374,1.69019608,6363.61176470588,0,2
"Meere",383,1.69019608,6309.40784313725,6,1.55
"Letzt",388,1.69019608,6388.55294117647,9,1.5
"Lernt",390,1.69019608,6378.54901960784,3,1.75
"Kinos",372,1.69019608,6338.18431372549,3,1.8
"Kerls",392,1.69019608,6354.83529411765,3,1.8
"Kairo",382,1.69019608,6359.92156862745,0,1.95
"Härte",353,1.69019608,6311.34117647059,6,1.6
"Gruft",437,1.69019608,6354.57647058824,0,1.95
"Fickt",424,1.69019608,6371.41176470588,8,1.45
"Bohne",339,1.69019608,6267.94509803922,5,1.65
"Bilde",423,1.69019608,6307.23137254902,11,1.2
"Bahre",346,1.69019608,6291.14117647059,5,1.65
"Athen",404,1.69019608,6300.22745098039,1,1.9
"Zäune",353,1.681241237,6311.50588235294,1,1.9
"Summt",448,1.681241237,6255.30980392157,3,1.75
"Siege",412,1.681241237,6293.17647058824,15,1
"Punks",384,1.681241237,6314.63137254902,2,1.85
"Poren",359,1.681241237,6348.87450980392,5,1.7
"Piano",387,1.681241237,6354.01176470588,1,2.05
"Nähte",373,1.681241237,6261.62352941177,3,1.65
"Milan",452,1.681241237,6335.34117647059,0,1.95
"Bands",349,1.681241237,6257.87450980392,5,1.6
"ächzt",414,1.681241237,6347.87058823529,1,2.1
"Wolle",446,1.672097858,6352.43529411765,18,1
"Wicht",430,1.672097858,6340.58039215686,12,1.2
"Tanks",405,1.672097858,6301.27843137255,4,1.75
"Talon",421,1.672097858,6342.42745098039,1,1.9
"Siehe",383,1.672097858,6312.96078431373,8,1.45
"Puder",394,1.672097858,6321.69411764706,4,1.8
"Ochse",380,1.672097858,6309.14509803922,1,1.85
"Lüfte",425,1.672097858,6346.22745098039,5,1.6
"Kehrt",380,1.672097858,6320.4862745098,8,1.45
"Karat",357,1.672097858,6343.47450980392,1,1.9
"Hefte",364,1.672097858,6307.70980392157,4,1.65
"Viren",420,1.662757832,6386.88235294118,0,2
"Tragt",463,1.662757832,6315.89411764706,8,1.5
"Spart",416,1.662757832,6304.75294117647,10,1.4
"Munde",398,1.662757832,6257.1568627451,10,1.4
"Keule",374,1.662757832,6334.47843137255,7,1.6
"Getue",363,1.662757832,6329.29803921569,0,2
"Genre",363,1.662757832,6327.47450980392,1,1.85
"Gamma",442,1.662757832,6230.19607843137,0,2
"Essig",421,1.662757832,6293.70588235294,1,2
"Zonen",349,1.653212514,6323.69803921569,4,1.75
"Stehe",374,1.653212514,6299.45882352941,6,1.45
"Rasch",353,1.653212514,6294.07843137255,2,1.8
"Pokal",437,1.653212514,6329.6862745098,3,1.75
"Plane",392,1.653212514,6344.52156862745,5,1.4
"Pfand",429,1.653212514,6288.43921568627,1,1.85
"Lösen",383,1.653212514,6326.65882352941,10,1.45
"Liege",438,1.653212514,6327.26274509804,13,1.25
"Lepra",420,1.653212514,6323.12549019608,0,2.4
"Ladet",396,1.653212514,6322.01568627451,5,1.65
"Köche",365,1.653212514,6278.68235294118,3,1.75
"Knapp",427,1.653212514,6217.98039215686,2,1.85
"Heiko",388,1.653212514,6303.30196078431,3,1.85
"Grips",450,1.653212514,6321.38431372549,1,1.9
"Bares",328,1.653212514,6318.43921568627,4,1.65
"Toren",392,1.643452676,6343.74117647059,7,1.45
"Salve",400,1.643452676,6354.72941176471,3,1.8
"Säbel",418,1.643452676,6280.42745098039,0,1.9
"Rippe",438,1.643452676,6243.37254901961,7,1.6
"Pöbel",436,1.643452676,6300.44705882353,1,1.9
"Opium",498,1.643452676,6270.5137254902,0,2.9
"Müsli",484,1.643452676,6330.49019607843,0,2.6
"Korps",393,1.643452676,6293.33725490196,0,2
"Komet",394,1.643452676,6284.04705882353,1,1.95
"Ikone",422,1.643452676,6340.39215686274,0,2.25
"Flora",416,1.643452676,6381.81176470588,0,2
"Erich",399,1.643452676,6343.25098039216,2,1.9
"Coole",410,1.643452676,6364.5137254902,1,1.7
"Brote",365,1.643452676,6332.6,4,1.6
"Bills",450,1.643452676,6368.91764705882,6,1.6
"Anmut",440,1.643452676,6293.23529411765,2,2.15
"Wespe",394,1.633468456,6266.59215686275,2,1.85
"Treib",462,1.633468456,6342.43921568627,1,1.8
"Spott",420,1.633468456,6299.23921568627,2,1.75
"Skala",428,1.633468456,6309.65490196078,1,2.25
"Pfiff",500,1.633468456,6356.16470588235,1,2.25
"Pepsi",425,1.633468456,6315.57254901961,0,2.5
"Orgie",458,1.633468456,6323.66666666667,0,2.25
"Kelch",397,1.633468456,6317.94901960784,3,1.75
"Innen",382,1.633468456,6353.25882352941,3,1.8
"Fonds",370,1.633468456,6302.8862745098,1,1.9
"Fokus",379,1.633468456,6327.74901960784,0,2.35
"Brühe",374,1.633468456,6279.82352941176,3,1.8
"Blond",424,1.633468456,6279.0862745098,2,1.85
"Aller",477,1.633468456,6378.98431372549,7,1.6
"Allem",510,1.633468456,6316.70588235294,6,1.65
"Zünde",386,1.62324929,6276.98039215686,3,1.65
"Zebra",386,1.62324929,6319.41568627451,0,2.5
"Weite",392,1.62324929,6348.79607843137,17,1
"Taxis",419,1.62324929,6362.0431372549,0,1.95
"Spitz",430,1.62324929,6326.19607843137,2,1.75
"Sowie",405,1.62324929,6323.72941176471,1,1.95
"Reife",386,1.62324929,6328.02352941176,12,1.2
"Netze",345,1.62324929,6320.35294117647,8,1.45
"Nasen",340,1.62324929,6290.76862745098,10,1.4
"Leite",396,1.62324929,6385.56078431373,14,1.1
"Küsst",377,1.62324929,6316.8862745098,4,1.7
"Kanne",324,1.62324929,6299.5568627451,10,1.3
"Hohen",340,1.62324929,6269.16078431373,8,1.45
"Ethik",434,1.62324929,6300.36470588235,0,2.9
"Creme",426,1.62324929,6321.73725490196,1,1.85
"Brite",387,1.62324929,6358.77647058824,4,1.65
"Türke",434,1.612783857,6311.60392156863,2,1.75
"Stets",381,1.612783857,6342.47058823529,1,1.85
"Stack",402,1.612783857,6317.09411764706,6,1.6
"Krähe",381,1.612783857,6285.33725490196,2,1.85
"Bernd",375,1.612783857,6277.45490196078,1,1.9
"Volvo",461,1.602059991,6389.63137254902,0,2.55
"Sahst",364,1.602059991,6304.05098039216,2,1.8
"Ortes",397,1.602059991,6357.24705882353,2,1.8
"Meist",415,1.602059991,6334.66274509804,9,1.4
"Manns",370,1.602059991,6285.89019607843,5,1.6
"Lache",371,1.602059991,6332.50980392157,13,1.05
"Jüdin",457,1.602059991,6330.38431372549,0,2.7
"Hüten",353,1.602059991,6293.41176470588,7,1.5
"Haste",332,1.602059991,6311.19607843137,16,1
"Gänse",358,1.602059991,6288.36470588235,1,1.9
"Flieh",433,1.602059991,6360.92156862745,2,1.75
"Emmas",420,1.602059991,6227.40784313725,0,2.4
"Docht",382,1.602059991,6315.68235294118,8,1.5
"Dildo",453,1.602059991,6325.74117647059,0,1.95
"Achse",382,1.602059991,6305.56470588235,2,1.8
"Teilt",464,1.591064607,6386.19215686274,12,1.25
"Selbe",390,1.591064607,6299.86274509804,6,1.55
"Säule",386,1.591064607,6318.18823529412,4,1.65
"Särge",395,1.591064607,6268.69803921569,1,1.85
"Puste",364,1.591064607,6352.1568627451,6,1.55
"Pfote",404,1.591064607,6343.49019607843,0,1.9
"Mühen",404,1.591064607,6249.2431372549,4,1.7
"Mücke",420,1.591064607,6268.75294117647,8,1.55
"Luken",398,1.591064607,6327.13333333333,4,1.75
"Lanze",351,1.591064607,6355.25098039216,8,1.55
"Haien",344,1.591064607,6318.23137254902,7,1.5
"Erwin",425,1.591064607,6334.5568627451,1,2.2
"Erika",411,1.591064607,6331.71764705882,0,2.65
"Areal",452,1.591064607,6356.3137254902,0,1.95
"Würze",384,1.579783597,6333.30980392157,8,1.55
"Töpfe",464,1.579783597,6261.32941176471,3,1.75
"Seins",364,1.579783597,6338.29019607843,8,1.35
"Röcke",378,1.579783597,6275.94117647059,4,1.75
"Koste",352,1.579783597,6326.65098039216,5,1.6
"Kamen",374,1.579783597,6263.41960784314,8,1.5
"Jacht",406,1.579783597,6356.37647058823,12,1.35
"Gifte",434,1.579783597,6351.30588235294,4,1.65
"Gelee",382,1.579783597,6328.03529411765,2,1.85
"Funke",368,1.579783597,6318.2431372549,5,1.55
"Flash",414,1.579783597,6336.29803921569,1,1.95
"Cello",453,1.579783597,6384.23921568627,1,1.9
"Biere",374,1.579783597,6343.06274509804,9,1.4
"ärger",463,1.579783597,6329.63921568627,4,1.65
"Alben",438,1.579783597,6300.63137254902,4,1.75
"Zorns",367,1.568201724,6354.33725490196,0,1.9
"Ziehe",394,1.568201724,6331.01176470588,10,1.35
"Teils",449,1.568201724,6374.97647058824,7,1.55
"Risse",366,1.568201724,6335.9137254902,10,1.35
"Rings",411,1.568201724,6286.86274509804,11,1.3
"Olive",471,1.568201724,6390.16862745098,0,2.1
"Nizza",378,1.568201724,6350.4431372549,1,2.8
"Müsst",414,1.568201724,6298.72156862745,4,1.75
"Möwen",429,1.568201724,6251.69411764706,2,1.85
"Kehre",357,1.568201724,6304.77254901961,9,1.35
"Grade",401,1.568201724,6295.1137254902,4,1.6
"Grabt",418,1.568201724,6315.80392156863,6,1.55
"Ginge",428,1.568201724,6289.93333333333,9,1.45
"Genen",350,1.568201724,6301.33333333333,8,1.55
"Flirt",451,1.568201724,6423.60784313726,0,1.95
"Eklig",494,1.568201724,6287.63137254902,2,1.8
"Delhi",439,1.568201724,6334.32549019608,0,2.45
"Debüt",393,1.568201724,6280.18823529412,0,2
"Chrom",454,1.568201724,6301.97647058824,0,2.5
"Acker",419,1.568201724,6328.19607843137,4,1.7
"Zaren",353,1.556302501,6346.89411764706,6,1.7
"Wirkt",455,1.556302501,6353.12549019608,6,1.55
"Volks",455,1.556302501,6345.92156862745,1,1.85
"Trank",443,1.556302501,6320.95294117647,8,1.5
"Teint",419,1.556302501,6361.45882352941,5,1.7
"Smart",422,1.556302501,6308.41960784314,3,1.8
"Salbe",388,1.556302501,6299.9568627451,7,1.55
"Orgel",488,1.556302501,6317.21568627451,0,2
"Kluft",443,1.556302501,6351.29803921569,1,1.95
"Klaue",385,1.556302501,6334.57254901961,8,1.35
"Helga",411,1.556302501,6271.16470588235,0,2.05
"Güter",402,1.556302501,6333.93333333333,2,1.75
"Fülle",438,1.556302501,6366.04705882353,8,1.5
"Wogen",407,1.544068044,6262.35294117647,11,1.4
"übles",440,1.544068044,6329.90588235294,4,1.75
"Slips",457,1.544068044,6321.25098039216,1,1.9
"Prime",435,1.544068044,6338.9137254902,1,1.95
"Paten",350,1.544068044,6337.47058823529,11,1.35
"Nudel",429,1.544068044,6284.8,2,1.85
"Luchs",390,1.544068044,6345.22745098039,10,1.45
"Heile",388,1.544068044,6342.87058823529,25,1
"Grabe",395,1.544068044,6300.09019607843,8,1.4
"Foyer",422,1.544068044,6345.25098039216,1,1.95
"Blech",403,1.544068044,6304.22352941176,0,1.9
"Zutat",380,1.531478917,6364.43137254902,1,1.95
"Zöpfe",435,1.531478917,6267.42745098039,4,1.75
"Weide",405,1.531478917,6298.65882352941,19,1
"Sippe",443,1.531478917,6252.21568627451,8,1.6
"Reize",349,1.531478917,6343.41176470588,12,1.25
"Krimi",474,1.531478917,6347.89803921569,0,1.9
"Keime",397,1.531478917,6294.50980392157,5,1.65
"Hütet",364,1.531478917,6311.09411764706,5,1.7
"Helms",410,1.531478917,6280.04705882353,3,1.8
"Gören",383,1.531478917,6310.97254901961,3,1.8
"Depot",397,1.531478917,6282.12549019608,0,1.95
"Betet",344,1.531478917,6321.10196078431,3,1.6
"Zisch",409,1.51851394,6350.09411764706,6,1.65
"Warze",360,1.51851394,6344.62745098039,6,1.6
"Übers",416,1.51851394,6296.12549019608,5,1.7
"Tänze",378,1.51851394,6313.58823529412,2,1.75
"Nepal",436,1.51851394,6269.23137254902,0,2.45
"Mixer",438,1.51851394,6348.36078431373,2,1.85
"Mails",443,1.51851394,6341.80784313726,0,1.9
"Leier",403,1.51851394,6394.01960784314,7,1.4
"Frack",403,1.51851394,6350.74901960784,2,1.9
"Erbin",405,1.51851394,6320.05098039216,2,1.9
"Dubai",409,1.51851394,6313.32156862745,0,2.7
"Bäder",377,1.51851394,6259.98823529412,1,1.85
"Troll",514,1.505149978,6391.23921568627,1,1.75
"Stuck",404,1.505149978,6325.3137254902,4,1.75
"Spule",424,1.505149978,6295.85098039216,5,1.7
"Segne",373,1.505149978,6261.99215686275,3,1.75
"Schar",377,1.505149978,6322.59607843137,7,1.55
"Rückt",402,1.505149978,6296.93333333333,6,1.6
"Olymp",572,1.505149978,6242.04705882353,0,2.8
"Macke",397,1.505149978,6280.07058823529,12,1.3
"Lohnt",399,1.505149978,6334.61568627451,5,1.65
"Keins",363,1.505149978,6335.14509803922,8,1.45
"Hisst",381,1.505149978,6344.81568627451,8,1.55
"Hecht",357,1.505149978,6298.38823529412,3,1.75
"Geile",420,1.505149978,6357.25098039216,17,1
"Folie",408,1.505149978,6386.76078431373,1,1.9
"Wonne",358,1.491361694,6302.96862745098,6,1.65
"Verse",379,1.491361694,6364.13333333333,2,1.75
"übten",413,1.491361694,6316.38823529412,1,1.85
"Übles",432,1.491361694,6294.71764705882,4,1.75
"Trete",413,1.491361694,6358.38431372549,3,1.7
"Teure",388,1.491361694,6350.98431372549,5,1.6
"Stute",372,1.491361694,6346.2862745098,3,1.75
"Starb",407,1.491361694,6317.07843137255,8,1.5
"Sohns",358,1.491361694,6289.3137254902,4,1.7
"Singe",408,1.491361694,6291.20784313725,10,1.35
"Pfade",410,1.491361694,6290.40784313725,2,1.7
"Neuem",390,1.491361694,6258.35294117647,4,1.75
"Nähen",362,1.491361694,6243.94117647059,9,1.35
"Miese",405,1.491361694,6318.94901960784,11,1.25
"Lenin",394,1.491361694,6365.90980392157,0,1.95
"Klamm",486,1.491361694,6250.99607843137,2,1.85
"Frust",383,1.491361694,6384.43921568627,4,1.75
"Biber",397,1.491361694,6313.61568627451,1,1.9
"Bekam",407,1.491361694,6231.81960784314,1,1.9
"Bände",354,1.491361694,6233.84705882353,9,1.4
"Außen",412,1.491361694,6279.74901960784,6,1.6
"Annas",372,1.491361694,6309.93725490196,1,1.8
"Algen",462,1.491361694,6287.49411764706,6,1.7
"Zahlt",419,1.477121255,6340.36862745098,6,1.5
"Watte",375,1.477121255,6335.38823529412,12,1.25
"Treff",488,1.477121255,6344.88235294118,1,1.8
"Tanze",364,1.477121255,6333.11764705882,11,1.25
"Stile",429,1.477121255,6374.23921568627,3,1.6
"Plant",414,1.477121255,6360.23529411765,5,1.55
"Lunte",376,1.477121255,6362.69019607843,3,1.85
"Chile",451,1.477121255,6364.85098039216,0,2
"Alpen",456,1.477121255,6288.30588235294,4,1.8
"Alias",446,1.477121255,6365.85490196078,2,1.9
"Abruf",459,1.477121255,6313.42745098039,1,2.2
"Spots",405,1.462397998,6288.02352941176,1,1.8
"Sende",353,1.462397998,6270.15294117647,9,1.3
"Raupe",361,1.462397998,6264.33725490196,4,1.7
"Pluto",421,1.462397998,6373.46274509804,1,1.95
"Pelze",378,1.462397998,6362.89019607843,2,1.8
"Moped",448,1.462397998,6212.07843137255,0,2.25
"Moose",378,1.462397998,6295.81176470588,1,1.9
"Modus",411,1.462397998,6266.66274509804,1,1.9
"Kluge",428,1.462397998,6291.89411764706,3,1.65
"Kenia",364,1.462397998,6330.74117647059,0,2
"Hohes",337,1.462397998,6275.62745098039,6,1.6
"Harfe",362,1.462397998,6316.26274509804,4,1.75
"Flyer",470,1.462397998,6364.97647058824,1,1.85
"Flurs",412,1.462397998,6391.49019607843,3,1.75
"ärmer",464,1.462397998,6334.11764705882,3,1.75
"Zarin",390,1.447158031,6376.10980392157,4,1.8
"Turms",441,1.447158031,6317.37647058823,1,1.85
